,Date,R,Casa v Visitante,-
18,04/10 04:00,-,Germany (Upcake22) EsportsvSpain (labotryas) Esports,1-0
19,04/10 03:48,-,France (Kray) EsportsvPortugal (MeLToSiK) Esports,2-0
20,04/10 03:48,-,Belgium (KRaftVK) EsportsvSpain (labotryas) Esports,1-3
21,04/10 03:36,-,Germany (Upcake22) EsportsvBelgium (KRaftVK) Esports,2-0
22,04/10 03:36,-,Spain (labotryas) EsportsvFrance (Kray) Esports,1-1
23,04/10 03:24,-,Portugal (MeLToSiK) EsportsvSpain (labotryas) Esports,2-2
24,04/10 03:24,-,France (Kray) EsportsvGermany (Upcake22) Esports,0-0
25,04/10 03:12,-,Belgium (KRaftVK) EsportsvFrance (Kray) Esports,0-2
26,04/10 03:12,-,Germany (Upcake22) EsportsvPortugal (MeLToSiK) Esports,2-2
27,04/10 03:00,-,Spain (labotryas) EsportsvGermany (Upcake22) Esports,3-0
28,04/10 03:00,-,Portugal (MeLToSiK) EsportsvBelgium (KRaftVK) Esports,2-2
29,04/10 02:48,-,Atletico Madrid (MeLToSiK) EsportsvChelsea (Kray) Esports,0-2
0,04/10 07:06,-,CSKA Moscow (Mr.Jab) EsportsvSh Donetsk (Jkey) Esports,1-0
1,04/10 07:00,-,Man City (vrico) EsportsvMan Utd (nikkitta) Esports,0-1
2,04/10 07:00,-,Arsenal (orlovsky1) EsportsvTottenham (Boulevard_Prospect) Esports,3-0
3,04/10 06:54,-,Sh Donetsk (Jkey) EsportsvSpartak Moscow (Bombi1t0) Esports,0-4
4,04/10 06:54,-,Loko Moscow (Kodak) EsportsvDynamo Kyiv (KravaRK) Esports,1-1
5,04/10 06:48,-,Man City (orlovsky1) EsportsvBarcelona (Hrusch) Esports,0-1
6,04/10 06:48,-,Real Madrid (vrico) EsportsvLiverpool (Boulevard_Prospect) Esports,0-1
7,04/10 06:42,-,Spartak Moscow (Bombi1t0) EsportsvCSKA Moscow (Mr.Jab) Esports,0-0
8,04/10 06:42,-,Dynamo Kyiv (KravaRK) EsportsvSh Donetsk (Jkey) Esports,0-0
9,04/10 06:36,-,Liverpool (Boulevard_Prospect) EsportsvPSG (nikkitta) Esports,0-2
10,04/10 06:36,-,Barcelona (Hrusch) EsportsvReal Madrid (vrico) Esports,3-0
11,04/10 06:30,-,Sh Donetsk (Jkey) EsportsvLoko Moscow (Kodak) Esports,0-2
12,04/10 06:30,-,CSKA Moscow (Mr.Jab) EsportsvDynamo Kyiv (KravaRK) Esports,0-0
13,04/10 06:24,-,Real Madrid (vrico) EsportsvMan City (orlovsky1) Esports,0-3
14,04/10 06:24,-,PSG (nikkitta) EsportsvBarcelona (Hrusch) Esports,0-0
15,04/10 06:18,-,Spartak Moscow (Bombi1t0) EsportsvDynamo Kyiv (KravaRK) Esports,2-2
16,04/10 06:18,-,CSKA Moscow (Mr.Jab) EsportsvLoko Moscow (Kodak) Esports,2-0
17,04/10 06:12,-,Man City (orlovsky1) EsportsvPSG (nikkitta) Esports,1-2
18,04/10 06:12,-,Barcelona (Hrusch) EsportsvLiverpool (Boulevard_Prospect) Esports,0-2
19,04/10 06:06,-,Loko Moscow (Kodak) EsportsvSpartak Moscow (Bombi1t0) Esports,1-2
20,04/10 06:06,-,Sh Donetsk (Jkey) EsportsvCSKA Moscow (Mr.Jab) Esports,2-1
21,04/10 06:00,-,PSG (nikkitta) EsportsvReal Madrid (vrico) Esports,3-0
22,04/10 06:00,-,Liverpool (Boulevard_Prospect) EsportsvMan City (orlovsky1) Esports,1-0
23,04/10 05:54,-,Spartak Moscow (Bombi1t0) EsportsvSh Donetsk (Jkey) Esports,1-1
24,04/10 05:54,-,Dynamo Kyiv (KravaRK) EsportsvLoko Moscow (Kodak) Esports,0-1
25,04/10 05:48,-,Barcelona (Hrusch) EsportsvMan City (orlovsky1) Esports,0-0
26,04/10 05:48,-,Liverpool (Boulevard_Prospect) EsportsvReal Madrid (vrico) Esports,1-0
27,04/10 05:42,-,Sh Donetsk (Jkey) EsportsvDynamo Kyiv (KravaRK) Esports,3-1
28,04/10 05:42,-,CSKA Moscow (Mr.Jab) EsportsvSpartak Moscow (Bombi1t0) Esports,0-0
29,04/10 05:36,-,PSG (nikkitta) EsportsvLiverpool (Boulevard_Prospect) Esports,2-0
0,04/10 08:36,-,Liverpool (Hrusch) EsportsvMan City (vrico) Esports,1-0
1,04/10 08:30,-,Bayern (Jkey) EsportsvRB Leipzig (Kodak) Esports,0-5
2,04/10 08:30,-,Leverkusen (Mr.Jab) EsportsvDortmund (KravaRK) Esports,2-0
3,04/10 08:24,-,Man Utd (nikkitta) EsportsvLiverpool (Hrusch) Esports,0-2
4,04/10 08:24,-,Man City (vrico) EsportsvArsenal (orlovsky1) Esports,2-2
5,04/10 08:18,-,Borussia M'gladbach (Bombi1t0) EsportsvDortmund (KravaRK) Esports,3-2
6,04/10 08:18,-,Leverkusen (Mr.Jab) EsportsvRB Leipzig (Kodak) Esports,3-0
7,04/10 08:12,-,Arsenal (orlovsky1) EsportsvMan Utd (nikkitta) Esports,2-4
8,04/10 08:12,-,Liverpool (Hrusch) EsportsvTottenham (Boulevard_Prospect) Esports,0-0
9,04/10 08:06,-,RB Leipzig (Kodak) EsportsvBorussia M'gladbach (Bombi1t0) Esports,1-0
10,04/10 08:06,-,Bayern (Jkey) EsportsvLeverkusen (Mr.Jab) Esports,0-1
11,04/10 08:00,-,Man Utd (nikkitta) EsportsvMan City (vrico) Esports,3-1
12,04/10 08:00,-,Tottenham (Boulevard_Prospect) EsportsvArsenal (orlovsky1) Esports,0-1
13,04/10 07:54,-,Borussia M'gladbach (Bombi1t0) EsportsvBayern (Jkey) Esports,1-0
14,04/10 07:54,-,Dortmund (KravaRK) EsportsvRB Leipzig (Kodak) Esports,1-0
15,04/10 07:48,-,Tottenham (Boulevard_Prospect) EsportsvMan City (vrico) Esports,1-1
16,04/10 07:48,-,Liverpool (Hrusch) EsportsvArsenal (orlovsky1) Esports,1-1
17,04/10 07:42,-,Leverkusen (Mr.Jab) EsportsvBorussia M'gladbach (Bombi1t0) Esports,2-2
18,04/10 07:42,-,Bayern (Jkey) EsportsvDortmund (KravaRK) Esports,0-3
19,04/10 07:36,-,Man Utd (nikkitta) EsportsvTottenham (Boulevard_Prospect) Esports,0-0
20,04/10 07:36,-,Man City (vrico) EsportsvLiverpool (Hrusch) Esports,0-2
21,04/10 07:30,-,Dortmund (KravaRK) EsportsvLeverkusen (Mr.Jab) Esports,1-2
22,04/10 07:30,-,RB Leipzig (Kodak) EsportsvBayern (Jkey) Esports,2-1
23,04/10 07:24,-,Liverpool (Hrusch) EsportsvMan Utd (nikkitta) Esports,0-1
24,04/10 07:24,-,Arsenal (orlovsky1) EsportsvMan City (vrico) Esports,2-1
25,04/10 07:18,-,Loko Moscow (Kodak) EsportsvCSKA Moscow (Mr.Jab) Esports,1-2
26,04/10 07:18,-,Dynamo Kyiv (KravaRK) EsportsvSpartak Moscow (Bombi1t0) Esports,1-1
27,04/10 07:12,-,Tottenham (Boulevard_Prospect) EsportsvLiverpool (Hrusch) Esports,0-2
28,04/10 07:12,-,Man Utd (nikkitta) EsportsvArsenal (orlovsky1) Esports,0-1
29,04/10 07:06,-,Spartak Moscow (Bombi1t0) EsportsvLoko Moscow (Kodak) Esports,0-1
0,04/10 10:30,-,Real Madrid (Boulevard_Prospect) EsportsvTottenham (orlovsky1) Esports,0-3
1,04/10 10:30,-,Napoli (nikkitta) EsportsvPSG (LaikingDast) Esports,4-1
2,04/10 10:24,-,Man City (Pablik) EsportsvTottenham (mooneycb) Esports,0-1
3,04/10 10:24,-,Arsenal (Chellovekk) EsportsvMan United (Olle) Esports,2-2
4,04/10 10:18,-,Real Madrid (Boulevard_Prospect) EsportsvPSG (LaikingDast) Esports,1-0
5,04/10 10:18,-,Bayern (Hrusch) EsportsvTottenham (orlovsky1) Esports,0-2
6,04/10 10:12,-,Liverpool (Inquisitor) EsportsvMan City (Pablik) Esports,1-0
7,04/10 10:12,-,Tottenham (mooneycb) EsportsvArsenal (Chellovekk) Esports,1-1
8,04/10 10:06,-,PSG (LaikingDast) EsportsvBayern (Hrusch) Esports,0-0
9,04/10 10:06,-,Napoli (nikkitta) EsportsvReal Madrid (Boulevard_Prospect) Esports,0-1
10,04/10 10:00,-,Man United (Olle) EsportsvTottenham (mooneycb) Esports,0-1
11,04/10 10:00,-,Arsenal (Chellovekk) EsportsvLiverpool (Inquisitor) Esports,2-1
12,04/10 09:54,-,Tottenham (orlovsky1) EsportsvPSG (LaikingDast) Esports,1-2
13,04/10 09:54,-,Bayern (Hrusch) EsportsvNapoli (nikkitta) Esports,1-0
14,04/10 09:42,-,Real Madrid (Boulevard_Prospect) EsportsvBayern (Hrusch) Esports,0-1
15,04/10 09:42,-,Napoli (nikkitta) EsportsvTottenham (orlovsky1) Esports,0-0
16,04/10 09:30,-,PSG (LaikingDast) EsportsvNapoli (nikkitta) Esports,0-1
17,04/10 09:30,-,Tottenham (orlovsky1) EsportsvReal Madrid (Boulevard_Prospect) Esports,2-0
18,04/10 09:18,-,Dortmund (KravaRK) EsportsvBorussia M'gladbach (Bombi1t0) Esports,0-2
19,04/10 09:18,-,RB Leipzig (Kodak) EsportsvLeverkusen (Mr.Jab) Esports,2-1
20,04/10 09:06,-,RB Leipzig (Kodak) EsportsvLeverkusen (Mr.Jab) Esports,2-1
21,04/10 09:06,-,Borussia M'gladbach (Bombi1t0) EsportsvRB Leipzig (Kodak) Esports,1-2
22,04/10 09:06,-,Leverkusen (Mr.Jab) EsportsvBayern (Jkey) Esports,3-2
23,04/10 08:54,-,Bayern (Jkey) EsportsvBorussia M'gladbach (Bombi1t0) Esports,1-1
24,04/10 08:54,-,RB Leipzig (Kodak) EsportsvDortmund (KravaRK) Esports,0-2
25,04/10 08:48,-,Man City (vrico) EsportsvTottenham (Boulevard_Prospect) Esports,0-2
26,04/10 08:48,-,Arsenal (orlovsky1) EsportsvLiverpool (Hrusch) Esports,1-0
27,04/10 08:42,-,Borussia M'gladbach (Bombi1t0) EsportsvLeverkusen (Mr.Jab) Esports,1-1
28,04/10 08:42,-,Dortmund (KravaRK) EsportsvBayern (Jkey) Esports,0-3
29,04/10 08:36,-,Tottenham (Boulevard_Prospect) EsportsvMan Utd (nikkitta) Esports,0-3
0,04/10 12:00,-,Belgium (Olle) EsportsvGermany (mooneycb) Esports,0-2
1,04/10 12:00,-,Brazil (Chellovekk) EsportsvPortugal (Inquisitor) Esports,0-0
2,04/10 11:54,-,Portugal (Hrusch) EsportsvItaly (nikkitta) Esports,2-0
3,04/10 11:54,-,Netherlands (orlovsky1) EsportsvEngland (LaikingDast) Esports,1-5
4,04/10 11:48,-,Man United (Olle) EsportsvLiverpool (Inquisitor) Esports,1-0
5,04/10 11:48,-,Arsenal (Chellovekk) EsportsvMan City (Pablik) Esports,0-1
6,04/10 11:42,-,Italy (nikkitta) EsportsvNetherlands (orlovsky1) Esports,2-2
7,04/10 11:42,-,Spain (Boulevard_Prospect) EsportsvPortugal (Hrusch) Esports,2-2
8,04/10 11:36,-,Liverpool (Inquisitor) EsportsvTottenham (mooneycb) Esports,1-1
9,04/10 11:36,-,Man City (Pablik) EsportsvMan United (Olle) Esports,3-1
10,04/10 11:30,-,England (LaikingDast) EsportsvItaly (nikkitta) Esports,1-4
11,04/10 11:30,-,Netherlands (orlovsky1) EsportsvSpain (Boulevard_Prospect) Esports,2-3
12,04/10 11:24,-,Tottenham (mooneycb) EsportsvMan City (Pablik) Esports,1-4
13,04/10 11:24,-,Man United (Olle) EsportsvArsenal (Chellovekk) Esports,2-0
14,04/10 11:18,-,PSG (LaikingDast) EsportsvReal Madrid (Boulevard_Prospect) Esports,1-1
15,04/10 11:18,-,Tottenham (orlovsky1) EsportsvBayern (Hrusch) Esports,3-1
16,04/10 11:12,-,Man City (Pablik) EsportsvLiverpool (Inquisitor) Esports,0-0
17,04/10 11:12,-,Arsenal (Chellovekk) EsportsvTottenham (mooneycb) Esports,0-0
18,04/10 11:06,-,Bayern (Hrusch) EsportsvPSG (LaikingDast) Esports,2-1
19,04/10 11:06,-,Real Madrid (Boulevard_Prospect) EsportsvNapoli (nikkitta) Esports,1-1
20,04/10 11:00,-,Tottenham (mooneycb) EsportsvMan United (Olle) Esports,1-1
21,04/10 11:00,-,Liverpool (Inquisitor) EsportsvArsenal (Chellovekk) Esports,1-1
22,04/10 10:54,-,Napoli (nikkitta) EsportsvBayern (Hrusch) Esports,1-1
23,04/10 10:54,-,PSG (LaikingDast) EsportsvTottenham (orlovsky1) Esports,2-3
24,04/10 10:48,-,Liverpool (Inquisitor) EsportsvMan United (Olle) Esports,2-1
25,04/10 10:48,-,Man City (Pablik) EsportsvArsenal (Chellovekk) Esports,1-0
26,04/10 10:42,-,Tottenham (orlovsky1) EsportsvNapoli (nikkitta) Esports,1-1
27,04/10 10:42,-,Bayern (Hrusch) EsportsvReal Madrid (Boulevard_Prospect) Esports,0-0
28,04/10 10:36,-,Tottenham (mooneycb) EsportsvLiverpool (Inquisitor) Esports,2-2
29,04/10 10:36,-,Man United (Olle) EsportsvMan City (Pablik) Esports,1-0
0,04/10 13:36,-,Spain (Pablik) EsportsvBelgium (Olle) Esports,2-2
1,04/10 13:36,-,Portugal (Inquisitor) EsportsvGermany (mooneycb) Esports,0-4
2,04/10 13:24,-,Germany (mooneycb) EsportsvSpain (Pablik) Esports,1-0
3,04/10 13:24,-,Belgium (Olle) EsportsvBrazil (Chellovekk) Esports,1-1
4,04/10 13:18,-,England (LaikingDast) EsportsvSpain (Boulevard_Prospect) Esports,2-2
5,04/10 13:18,-,Netherlands (orlovsky1) EsportsvPortugal (Hrusch) Esports,1-1
6,04/10 13:12,-,Spain (Pablik) EsportsvPortugal (Inquisitor) Esports,2-0
7,04/10 13:12,-,Brazil (Chellovekk) EsportsvGermany (mooneycb) Esports,0-0
8,04/10 13:06,-,Portugal (Hrusch) EsportsvEngland (LaikingDast) Esports,0-2
9,04/10 13:06,-,Spain (Boulevard_Prospect) EsportsvItaly (nikkitta) Esports,1-0
10,04/10 13:00,-,Germany (mooneycb) EsportsvBelgium (Olle) Esports,1-0
11,04/10 13:00,-,Portugal (Inquisitor) EsportsvBrazil (Chellovekk) Esports,0-0
12,04/10 12:54,-,Italy (nikkitta) EsportsvPortugal (Hrusch) Esports,0-0
13,04/10 12:54,-,England (LaikingDast) EsportsvNetherlands (orlovsky1) Esports,0-1
14,04/10 12:48,-,Spain (Pablik) EsportsvBrazil (Chellovekk) Esports,0-1
15,04/10 12:48,-,Portugal (Inquisitor) EsportsvBelgium (Olle) Esports,0-2
16,04/10 12:42,-,Netherlands (orlovsky1) EsportsvItaly (nikkitta) Esports,1-0
17,04/10 12:42,-,Portugal (Hrusch) EsportsvSpain (Boulevard_Prospect) Esports,1-0
18,04/10 12:36,-,Belgium (Olle) EsportsvSpain (Pablik) Esports,2-1
19,04/10 12:36,-,Germany (mooneycb) EsportsvPortugal (Inquisitor) Esports,2-2
20,04/10 12:30,-,Spain (Boulevard_Prospect) EsportsvNetherlands (orlovsky1) Esports,0-0
21,04/10 12:30,-,Italy (nikkitta) EsportsvEngland (LaikingDast) Esports,1-0
22,04/10 12:24,-,Spain (Pablik) EsportsvGermany (mooneycb) Esports,1-1
23,04/10 12:24,-,Brazil (Chellovekk) EsportsvBelgium (Olle) Esports,2-0
24,04/10 12:18,-,Spain (Boulevard_Prospect) EsportsvEngland (LaikingDast) Esports,0-1
25,04/10 12:18,-,Portugal (Hrusch) EsportsvNetherlands (orlovsky1) Esports,1-1
26,04/10 12:12,-,Portugal (Inquisitor) EsportsvSpain (Pablik) Esports,0-0
27,04/10 12:12,-,Germany (mooneycb) EsportsvBrazil (Chellovekk) Esports,1-1
28,04/10 12:06,-,England (LaikingDast) EsportsvPortugal (Hrusch) Esports,1-2
29,04/10 12:06,-,Italy (nikkitta) EsportsvSpain (Boulevard_Prospect) Esports,2-0
0,04/10 15:30,-,Porto (mooneycb) EsportsvValencia (Olle) Esports,1-1
1,04/10 15:30,-,Leverkusen (Inquisitor) EsportsvAjax (Chellovekk) Esports,1-1
2,04/10 15:24,-,Tottenham (Flewless_phoenix) EsportsvPSG (PASHOK75) Esports,4-1
3,04/10 15:24,-,Bayern (FEARGGWP) EsportsvReal Madrid (taka) Esports,0-0
4,04/10 15:18,-,Leverkusen (Inquisitor) EsportsvValencia (Olle) Esports,0-2
5,04/10 15:18,-,Man United (Pablik) EsportsvAjax (Chellovekk) Esports,0-0
6,04/10 15:12,-,Real Madrid (taka) EsportsvTottenham (Flewless_phoenix) Esports,1-4
7,04/10 15:12,-,PSG (PASHOK75) EsportsvNapoli (Kalibra) Esports,1-3
8,04/10 15:06,-,Porto (mooneycb) EsportsvLeverkusen (Inquisitor) Esports,1-1
9,04/10 15:06,-,Valencia (Olle) EsportsvMan United (Pablik) Esports,0-2
10,04/10 15:00,-,Napoli (Kalibra) EsportsvReal Madrid (taka) Esports,0-2
11,04/10 15:00,-,Tottenham (Flewless_phoenix) EsportsvBayern (FEARGGWP) Esports,0-0
12,04/10 14:54,-,Ajax (Chellovekk) EsportsvValencia (Olle) Esports,1-1
13,04/10 14:54,-,Man United (Pablik) EsportsvPorto (mooneycb) Esports,2-0
14,04/10 14:48,-,Napoli (Kalibra) EsportsvBayern (FEARGGWP) Esports,1-2
15,04/10 14:48,-,PSG (PASHOK75) EsportsvReal Madrid (taka) Esports,2-1
16,04/10 14:42,-,Leverkusen (Inquisitor) EsportsvMan United (Pablik) Esports,1-1
17,04/10 14:42,-,Porto (mooneycb) EsportsvAjax (Chellovekk) Esports,0-1
18,04/10 14:36,-,Bayern (FEARGGWP) EsportsvPSG (PASHOK75) Esports,0-3
19,04/10 14:36,-,Tottenham (Flewless_phoenix) EsportsvNapoli (Kalibra) Esports,0-3
20,04/10 14:30,-,Valencia (Olle) EsportsvPorto (mooneycb) Esports,1-1
21,04/10 14:30,-,Ajax (Chellovekk) EsportsvLeverkusen (Inquisitor) Esports,1-0
22,04/10 14:24,-,PSG (PASHOK75) EsportsvTottenham (Flewless_phoenix) Esports,2-0
23,04/10 14:24,-,Real Madrid (taka) EsportsvBayern (FEARGGWP) Esports,2-0
24,04/10 14:12,-,Tottenham (Flewless_phoenix) EsportsvReal Madrid (taka) Esports,1-1
25,04/10 14:12,-,Napoli (Kalibra) EsportsvPSG (PASHOK75) Esports,1-1
26,04/10 14:00,-,Real Madrid (taka) EsportsvNapoli (Kalibra) Esports,1-0
27,04/10 14:00,-,Bayern (FEARGGWP) EsportsvTottenham (Flewless_phoenix) Esports,0-0
28,04/10 13:48,-,Belgium (Olle) EsportsvPortugal (Inquisitor) Esports,1-0
29,04/10 13:48,-,Brazil (Chellovekk) EsportsvSpain (Pablik) Esports,0-5
0,04/10 17:00,-,Man City (Flewless_phoenix) EsportsvMan United (fearggwp) Esports,1-1
1,04/10 17:00,-,Tottenham (kalibra) EsportsvLiverpool (taka) Esports,1-0
2,04/10 16:54,-,Real Madrid (Pablik) EsportsvMan City (mooneycb) Esports,1-0
3,04/10 16:54,-,PSG (Chellovekk) EsportsvLiverpool (Olle) Esports,2-0
4,04/10 16:48,-,Man United (fearggwp) EsportsvTottenham (kalibra) Esports,0-2
5,04/10 16:48,-,Arsenal (PASHOK75) EsportsvLiverpool (taka) Esports,0-0
6,04/10 16:42,-,Barcelona (Inquisitor) EsportsvReal Madrid (Pablik) Esports,1-5
7,04/10 16:42,-,Man City (mooneycb) EsportsvPSG (Chellovekk) Esports,1-0
8,04/10 16:36,-,Man City (Flewless_phoenix) EsportsvTottenham (kalibra) Esports,1-0
9,04/10 16:36,-,Man United (fearggwp) EsportsvArsenal (PASHOK75) Esports,2-1
10,04/10 16:30,-,PSG (Chellovekk) EsportsvBarcelona (Inquisitor) Esports,1-1
11,04/10 16:30,-,Liverpool (Olle) EsportsvMan City (mooneycb) Esports,1-0
12,04/10 16:24,-,Arsenal (PASHOK75) EsportsvMan City (Flewless_phoenix) Esports,1-1
13,04/10 16:24,-,Liverpool (taka) EsportsvMan United (fearggwp) Esports,3-0
14,04/10 16:18,-,Ajax (Chellovekk) EsportsvMan United (Pablik) Esports,2-2
15,04/10 16:18,-,Valencia (Olle) EsportsvLeverkusen (Inquisitor) Esports,2-1
16,04/10 16:12,-,Man City (Flewless_phoenix) EsportsvLiverpool (taka) Esports,0-2
17,04/10 16:12,-,Tottenham (kalibra) EsportsvArsenal (PASHOK75) Esports,1-0
18,04/10 16:06,-,Leverkusen (Inquisitor) EsportsvPorto (mooneycb) Esports,1-2
19,04/10 16:06,-,Man United (Pablik) EsportsvValencia (Olle) Esports,0-0
20,04/10 16:00,-,Man United (fearggwp) EsportsvMan City (Flewless_phoenix) Esports,1-0
21,04/10 16:00,-,Liverpool (taka) EsportsvTottenham (kalibra) Esports,3-0
22,04/10 15:54,-,Porto (mooneycb) EsportsvMan United (Pablik) Esports,1-3
23,04/10 15:54,-,Valencia (Olle) EsportsvAjax (Chellovekk) Esports,1-0
24,04/10 15:48,-,Bayern (FEARGGWP) EsportsvNapoli (Kalibra) Esports,0-0
25,04/10 15:48,-,Real Madrid (taka) EsportsvPSG (PASHOK75) Esports,1-4
26,04/10 15:42,-,Man United (Pablik) EsportsvLeverkusen (Inquisitor) Esports,0-2
27,04/10 15:42,-,Ajax (Chellovekk) EsportsvPorto (mooneycb) Esports,0-1
28,04/10 15:36,-,PSG (PASHOK75) EsportsvBayern (FEARGGWP) Esports,0-6
29,04/10 15:36,-,Napoli (Kalibra) EsportsvTottenham (Flewless_phoenix) Esports,0-1
0,04/10 19:06,-,Inter (Flewless_phoenix) EsportsvChelsea (kalibra) Esports,0-0
1,04/10 19:06,-,Ajax (FEARGGWP) EsportsvAtletico Madrid (PASHOK75) Esports,1-1
2,04/10 18:54,-,Dortmund (taka) EsportsvAjax (FEARGGWP) Esports,3-0
3,04/10 18:54,-,Atletico Madrid (PASHOK75) EsportsvInter (Flewless_phoenix) Esports,2-0
4,04/10 18:42,-,Inter (Flewless_phoenix) EsportsvDortmund (taka) Esports,0-1
5,04/10 18:42,-,Chelsea (kalibra) EsportsvAtletico Madrid (PASHOK75) Esports,2-1
6,04/10 18:30,-,Ajax (FEARGGWP) EsportsvInter (Flewless_phoenix) Esports,3-1
7,04/10 18:30,-,Dortmund (taka) EsportsvChelsea (kalibra) Esports,0-1
8,04/10 18:18,-,PSG (Chellovekk) EsportsvReal Madrid (Pablik) Esports,0-0
9,04/10 18:18,-,Liverpool (Olle) EsportsvBarcelona (Inquisitor) Esports,1-0
10,04/10 18:06,-,Barcelona (Inquisitor) EsportsvMan City (mooneycb) Esports,2-0
11,04/10 18:06,-,Real Madrid (Pablik) EsportsvLiverpool (Olle) Esports,1-0
12,04/10 17:54,-,Liverpool (Olle) EsportsvPSG (Chellovekk) Esports,1-0
13,04/10 17:54,-,Man City (mooneycb) EsportsvReal Madrid (Pablik) Esports,1-0
14,04/10 17:48,-,Liverpool (taka) EsportsvArsenal (PASHOK75) Esports,3-0
15,04/10 17:42,-,Real Madrid (Pablik) EsportsvBarcelona (Inquisitor) Esports,0-2
16,04/10 17:42,-,PSG (Chellovekk) EsportsvMan City (mooneycb) Esports,2-0
17,04/10 17:36,-,Liverpool (taka) EsportsvArsenal (PASHOK75) Esports,0-0
18,04/10 17:36,-,Arsenal (PASHOK75) EsportsvMan United (fearggwp) Esports,0-0
19,04/10 17:36,-,Tottenham (kalibra) EsportsvMan City (Flewless_phoenix) Esports,1-2
20,04/10 17:30,-,Man City (mooneycb) EsportsvLiverpool (Olle) Esports,0-0
21,04/10 17:30,-,Barcelona (Inquisitor) EsportsvPSG (Chellovekk) Esports,0-2
22,04/10 17:24,-,Man City (Flewless_phoenix) EsportsvArsenal (PASHOK75) Esports,0-1
23,04/10 17:24,-,Man United (fearggwp) EsportsvLiverpool (taka) Esports,1-1
24,04/10 17:18,-,Real Madrid (Pablik) EsportsvPSG (Chellovekk) Esports,1-1
25,04/10 17:18,-,Barcelona (Inquisitor) EsportsvLiverpool (Olle) Esports,0-1
26,04/10 17:12,-,Liverpool (taka) EsportsvMan City (Flewless_phoenix) Esports,0-0
27,04/10 17:12,-,Arsenal (PASHOK75) EsportsvTottenham (kalibra) Esports,0-2
28,04/10 17:06,-,Liverpool (Olle) EsportsvReal Madrid (Pablik) Esports,3-0
29,04/10 17:06,-,Man City (mooneycb) EsportsvBarcelona (Inquisitor) Esports,0-0
0,04/10 21:15,-,Man City (KRaftVK) EsportsvArsenal (labotryas) Esports,0-1
1,04/10 21:06,-,Man United (Upcake22) EsportsvMan City (KRaftVK) Esports,2-1
2,04/10 21:06,-,Arsenal (labotryas) EsportsvLiverpool (Kray) Esports,1-1
3,04/10 21:06,-,Belgium (Flewless_phoenix) EsportsvGermany (Kalibra) Esports,1-2
4,04/10 21:06,-,Spain (FEARGGWP) EsportsvPortugal (PASHOK75) Esports,1-2
5,04/10 20:54,-,Tottenham (MeLToSiK) EsportsvArsenal (labotryas) Esports,1-2
6,04/10 20:54,-,Liverpool (Kray) EsportsvMan United (Upcake22) Esports,0-0
7,04/10 20:54,-,France (TAKA) EsportsvSpain (FEARGGWP) Esports,0-4
8,04/10 20:54,-,Portugal (PASHOK75) EsportsvBelgium (Flewless_phoenix) Esports,0-2
9,04/10 20:42,-,Man City (KRaftVK) EsportsvLiverpool (Kray) Esports,0-1
10,04/10 20:42,-,Man United (Upcake22) EsportsvTottenham (MeLToSiK) Esports,0-2
11,04/10 20:42,-,Germany (Kalibra) EsportsvPortugal (PASHOK75) Esports,0-1
12,04/10 20:42,-,Belgium (Flewless_phoenix) EsportsvFrance (TAKA) Esports,3-0
13,04/10 20:30,-,Spain (FEARGGWP) EsportsvBelgium (Flewless_phoenix) Esports,0-1
14,04/10 20:30,-,Tottenham (MeLToSiK) EsportsvMan City (KRaftVK) Esports,3-0
15,04/10 20:30,-,France (TAKA) EsportsvGermany (Kalibra) Esports,1-2
16,04/10 20:30,-,Man United (Upcake22) EsportsvArsenal (labotryas) Esports,1-1
17,04/10 20:18,-,Ajax (FEARGGWP) EsportsvChelsea (kalibra) Esports,1-2
18,04/10 20:18,-,Dortmund (taka) EsportsvAtletico Madrid (PASHOK75) Esports,1-2
19,04/10 20:09,-,Liverpool (Kray) EsportsvTottenham (MeLToSiK) Esports,0-0
20,04/10 20:06,-,Chelsea (kalibra) EsportsvInter (Flewless_phoenix) Esports,1-3
21,04/10 20:06,-,Atletico Madrid (PASHOK75) EsportsvAjax (FEARGGWP) Esports,2-3
22,04/10 19:54,-,Ajax (FEARGGWP) EsportsvDortmund (taka) Esports,1-1
23,04/10 19:54,-,Inter (Flewless_phoenix) EsportsvAtletico Madrid (PASHOK75) Esports,2-0
24,04/10 19:42,-,Atletico Madrid (PASHOK75) EsportsvChelsea (kalibra) Esports,2-1
25,04/10 19:42,-,Dortmund (taka) EsportsvInter (Flewless_phoenix) Esports,1-0
26,04/10 19:30,-,Inter (Flewless_phoenix) EsportsvAjax (FEARGGWP) Esports,1-1
27,04/10 19:30,-,Chelsea (kalibra) EsportsvDortmund (taka) Esports,2-0
28,04/10 19:18,-,Atletico Madrid (PASHOK75) EsportsvDortmund (taka) Esports,0-3
29,04/10 19:18,-,Chelsea (kalibra) EsportsvAjax (FEARGGWP) Esports,1-1
0,04/10 23:06,-,Tottenham (labotryas) EsportsvBayern (Kray) Esports,1-0
1,04/10 23:06,-,Real Madrid (Upcake22) EsportsvPSG (KRaftVK) Esports,2-0
2,04/10 22:54,-,Napoli (MeLToSiK) EsportsvTottenham (labotryas) Esports,0-0
3,04/10 22:54,-,Bayern (Kray) EsportsvReal Madrid (Upcake22) Esports,3-1
